Timestamp,Scenario,IP,Status,Duration
2026-01-17T12:37:42.312Z,Rate-Limit-Login,::ffff:172.19.0.3,401,5
2026-01-17T12:37:47.304Z,Rate-Limit-Login,::ffff:172.19.0.5,401,6
2026-01-17T12:37:47.321Z,Rate-Limit-Login,::ffff:172.19.0.2,401,7
2026-01-17T12:37:47.335Z,Rate-Limit-Login,::ffff:172.19.0.3,401,7
2026-01-17T12:37:52.352Z,Rate-Limit-Login,::ffff:172.19.0.5,401,10
2026-01-17T12:37:52.376Z,Rate-Limit-Login,::ffff:172.19.0.2,401,14
2026-01-17T12:37:52.383Z,Rate-Limit-Login,::ffff:172.19.0.3,401,13
2026-01-17T12:37:57.400Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:37:57.414Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:37:57.425Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:38:02.416Z,Rate-Limit-Login,::ffff:172.19.0.5,429,0
2026-01-17T12:38:02.434Z,Rate-Limit-Login,::ffff:172.19.0.2,429,3
2026-01-17T12:38:02.445Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:38:07.434Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:38:07.447Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:38:07.509Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:38:13.581Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:38:13.597Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:38:13.656Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:38:18.608Z,Rate-Limit-Login,::ffff:172.19.0.5,429,4
2026-01-17T12:38:18.625Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:38:18.678Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:38:23.623Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:38:23.642Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:38:23.696Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:38:28.647Z,Rate-Limit-Login,::ffff:172.19.0.5,429,3
2026-01-17T12:38:28.661Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:38:28.711Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:38:33.685Z,Rate-Limit-Login,::ffff:172.19.0.5,401,16
2026-01-17T12:38:33.691Z,Rate-Limit-Login,::ffff:172.19.0.2,401,15
2026-01-17T12:38:33.740Z,Rate-Limit-Login,::ffff:172.19.0.3,401,20
2026-01-17T12:38:38.724Z,Rate-Limit-Login,::ffff:172.19.0.2,401,7
2026-01-17T12:38:38.735Z,Rate-Limit-Login,::ffff:172.19.0.5,401,11
2026-01-17T12:38:38.763Z,Rate-Limit-Login,::ffff:172.19.0.3,401,6
2026-01-17T12:38:44.999Z,Rate-Limit-Login,::ffff:172.19.0.2,401,8
2026-01-17T12:38:45.009Z,Rate-Limit-Login,::ffff:172.19.0.5,401,11
2026-01-17T12:38:45.028Z,Rate-Limit-Login,::ffff:172.19.0.3,401,8
2026-01-17T12:38:50.023Z,Rate-Limit-Login,::ffff:172.19.0.2,401,8
2026-01-17T12:38:50.098Z,Rate-Limit-Login,::ffff:172.19.0.5,401,65
2026-01-17T12:38:50.126Z,Rate-Limit-Login,::ffff:172.19.0.3,401,18
2026-01-17T12:38:55.046Z,Rate-Limit-Login,::ffff:172.19.0.2,401,6
2026-01-17T12:38:55.128Z,Rate-Limit-Login,::ffff:172.19.0.5,401,14
2026-01-17T12:38:55.143Z,Rate-Limit-Login,::ffff:172.19.0.3,401,4
2026-01-17T12:39:00.062Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:39:00.145Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:39:00.159Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:39:05.080Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:39:05.161Z,Rate-Limit-Login,::ffff:172.19.0.5,429,4
2026-01-17T12:39:05.182Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:39:10.101Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:39:10.191Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:39:10.203Z,Rate-Limit-Login,::ffff:172.19.0.3,429,4
2026-01-17T12:39:16.275Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:39:16.365Z,Rate-Limit-Login,::ffff:172.19.0.5,429,4
2026-01-17T12:39:16.373Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:39:21.290Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:39:21.386Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:39:21.397Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:39:26.305Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:39:26.410Z,Rate-Limit-Login,::ffff:172.19.0.5,429,9
2026-01-17T12:39:26.419Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:39:31.340Z,Rate-Limit-Login,::ffff:172.19.0.2,429,5
2026-01-17T12:39:31.427Z,Rate-Limit-Login,::ffff:172.19.0.5,429,5
2026-01-17T12:39:31.442Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:39:36.369Z,Rate-Limit-Login,::ffff:172.19.0.2,401,13
2026-01-17T12:39:36.466Z,Rate-Limit-Login,::ffff:172.19.0.5,401,23
2026-01-17T12:39:36.476Z,Rate-Limit-Login,::ffff:172.19.0.3,401,19
2026-01-17T12:39:41.388Z,Rate-Limit-Login,::ffff:172.19.0.2,401,6
2026-01-17T12:39:41.489Z,Rate-Limit-Login,::ffff:172.19.0.5,401,7
2026-01-17T12:39:41.499Z,Rate-Limit-Login,::ffff:172.19.0.3,401,4
2026-01-17T12:39:47.611Z,Rate-Limit-Login,::ffff:172.19.0.2,401,9
2026-01-17T12:39:47.721Z,Rate-Limit-Login,::ffff:172.19.0.5,401,17
2026-01-17T12:39:47.726Z,Rate-Limit-Login,::ffff:172.19.0.3,401,17
2026-01-17T12:39:52.643Z,Rate-Limit-Login,::ffff:172.19.0.2,401,17
2026-01-17T12:39:52.752Z,Rate-Limit-Login,::ffff:172.19.0.5,401,15
2026-01-17T12:39:52.759Z,Rate-Limit-Login,::ffff:172.19.0.3,401,15
2026-01-17T12:39:57.674Z,Rate-Limit-Login,::ffff:172.19.0.2,401,12
2026-01-17T12:39:57.808Z,Rate-Limit-Login,::ffff:172.19.0.3,401,39
2026-01-17T12:39:57.835Z,Rate-Limit-Login,::ffff:172.19.0.5,401,62
2026-01-17T12:40:02.694Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:40:02.827Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:40:02.854Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:40:07.710Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:40:07.842Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:40:07.873Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:40:12.733Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:40:12.855Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:40:12.883Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:40:18.983Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:40:19.096Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:40:19.123Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:40:24.004Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:40:24.115Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:40:24.136Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:40:29.023Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:40:29.129Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:40:29.146Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:40:34.047Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:40:34.153Z,Rate-Limit-Login,::ffff:172.19.0.3,429,6
2026-01-17T12:40:34.208Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:40:39.085Z,Rate-Limit-Login,::ffff:172.19.0.2,401,16
2026-01-17T12:40:39.187Z,Rate-Limit-Login,::ffff:172.19.0.3,401,10
2026-01-17T12:40:39.231Z,Rate-Limit-Login,::ffff:172.19.0.5,401,7
2026-01-17T12:40:44.118Z,Rate-Limit-Login,::ffff:172.19.0.2,401,11
2026-01-17T12:40:44.218Z,Rate-Limit-Login,::ffff:172.19.0.3,401,20
2026-01-17T12:40:44.263Z,Rate-Limit-Login,::ffff:172.19.0.5,401,17
2026-01-17T12:40:50.559Z,Rate-Limit-Login,::ffff:172.19.0.2,401,34
2026-01-17T12:40:50.645Z,Rate-Limit-Login,::ffff:172.19.0.3,401,21
2026-01-17T12:40:50.676Z,Rate-Limit-Login,::ffff:172.19.0.5,401,10
2026-01-17T12:40:55.594Z,Rate-Limit-Login,::ffff:172.19.0.2,401,16
2026-01-17T12:40:55.696Z,Rate-Limit-Login,::ffff:172.19.0.3,401,18
2026-01-17T12:40:55.703Z,Rate-Limit-Login,::ffff:172.19.0.5,401,8
2026-01-17T12:41:00.612Z,Rate-Limit-Login,::ffff:172.19.0.2,401,4
2026-01-17T12:41:00.736Z,Rate-Limit-Login,::ffff:172.19.0.3,401,14
2026-01-17T12:41:00.742Z,Rate-Limit-Login,::ffff:172.19.0.5,401,13
2026-01-17T12:41:05.631Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:41:05.759Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:41:05.774Z,Rate-Limit-Login,::ffff:172.19.0.5,429,8
2026-01-17T12:41:10.648Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:41:10.784Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:41:10.796Z,Rate-Limit-Login,::ffff:172.19.0.5,429,3
2026-01-17T12:41:15.669Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:41:15.811Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:41:15.825Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:41:21.887Z,Rate-Limit-Login,::ffff:172.19.0.2,429,3
2026-01-17T12:41:22.035Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:41:22.048Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:41:26.910Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:41:27.058Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:41:27.071Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:41:31.936Z,Rate-Limit-Login,::ffff:172.19.0.2,429,6
2026-01-17T12:41:32.077Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:41:32.089Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:41:36.953Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:41:37.094Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:41:37.108Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:41:41.973Z,Rate-Limit-Login,::ffff:172.19.0.2,401,6
2026-01-17T12:41:42.128Z,Rate-Limit-Login,::ffff:172.19.0.3,401,20
2026-01-17T12:41:42.136Z,Rate-Limit-Login,::ffff:172.19.0.5,401,10
2026-01-17T12:41:47.023Z,Rate-Limit-Login,::ffff:172.19.0.2,401,10
2026-01-17T12:41:47.164Z,Rate-Limit-Login,::ffff:172.19.0.3,401,14
2026-01-17T12:41:47.168Z,Rate-Limit-Login,::ffff:172.19.0.5,401,10
2026-01-17T12:41:53.317Z,Rate-Limit-Login,::ffff:172.19.0.2,401,10
2026-01-17T12:41:53.468Z,Rate-Limit-Login,::ffff:172.19.0.5,401,19
2026-01-17T12:41:53.474Z,Rate-Limit-Login,::ffff:172.19.0.3,401,19
2026-01-17T12:41:58.346Z,Rate-Limit-Login,::ffff:172.19.0.2,401,12
2026-01-17T12:41:58.519Z,Rate-Limit-Login,::ffff:172.19.0.3,401,27
2026-01-17T12:41:58.524Z,Rate-Limit-Login,::ffff:172.19.0.5,401,24
2026-01-17T12:42:03.382Z,Rate-Limit-Login,::ffff:172.19.0.2,401,20
2026-01-17T12:42:03.554Z,Rate-Limit-Login,::ffff:172.19.0.3,401,20
2026-01-17T12:42:03.558Z,Rate-Limit-Login,::ffff:172.19.0.5,401,19
2026-01-17T12:42:08.400Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:42:08.574Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:42:08.585Z,Rate-Limit-Login,::ffff:172.19.0.5,429,3
2026-01-17T12:42:13.416Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:42:13.596Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:42:13.605Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:42:18.435Z,Rate-Limit-Login,::ffff:172.19.0.2,429,3
2026-01-17T12:42:18.619Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:42:18.629Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:42:24.743Z,Rate-Limit-Login,::ffff:172.19.0.2,429,5
2026-01-17T12:42:24.916Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:42:24.928Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:42:29.764Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:42:29.934Z,Rate-Limit-Login,::ffff:172.19.0.3,429,3
2026-01-17T12:42:29.942Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:42:34.779Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:42:34.948Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:42:34.963Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:42:39.795Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:42:39.964Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:42:39.977Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:42:44.815Z,Rate-Limit-Login,::ffff:172.19.0.2,401,5
2026-01-17T12:42:44.985Z,Rate-Limit-Login,::ffff:172.19.0.3,401,7
2026-01-17T12:42:44.998Z,Rate-Limit-Login,::ffff:172.19.0.5,401,6
2026-01-17T12:42:49.836Z,Rate-Limit-Login,::ffff:172.19.0.2,401,7
2026-01-17T12:42:50.004Z,Rate-Limit-Login,::ffff:172.19.0.3,401,5
2026-01-17T12:42:50.019Z,Rate-Limit-Login,::ffff:172.19.0.5,401,5
2026-01-17T12:42:56.208Z,Rate-Limit-Login,::ffff:172.19.0.2,401,8
2026-01-17T12:42:56.377Z,Rate-Limit-Login,::ffff:172.19.0.3,401,16
2026-01-17T12:42:56.381Z,Rate-Limit-Login,::ffff:172.19.0.5,401,11
2026-01-17T12:43:01.239Z,Rate-Limit-Login,::ffff:172.19.0.2,401,9
2026-01-17T12:43:01.413Z,Rate-Limit-Login,::ffff:172.19.0.5,401,14
2026-01-17T12:43:01.446Z,Rate-Limit-Login,::ffff:172.19.0.3,401,37
2026-01-17T12:43:06.269Z,Rate-Limit-Login,::ffff:172.19.0.2,401,10
2026-01-17T12:43:06.436Z,Rate-Limit-Login,::ffff:172.19.0.5,401,7
2026-01-17T12:43:06.494Z,Rate-Limit-Login,::ffff:172.19.0.3,401,12
2026-01-17T12:43:11.287Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:43:11.454Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:43:11.514Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:43:16.303Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:43:16.468Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:43:16.528Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:43:21.328Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:43:21.495Z,Rate-Limit-Login,::ffff:172.19.0.5,429,8
2026-01-17T12:43:21.545Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:43:27.764Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:43:27.931Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:43:27.979Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:43:32.789Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:43:32.953Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:43:33.032Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:43:37.818Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:43:37.976Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:43:38.048Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:43:42.833Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:43:42.993Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:43:43.066Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:43:47.862Z,Rate-Limit-Login,::ffff:172.19.0.2,401,11
2026-01-17T12:43:48.021Z,Rate-Limit-Login,::ffff:172.19.0.5,401,6
2026-01-17T12:43:48.085Z,Rate-Limit-Login,::ffff:172.19.0.3,401,6
2026-01-17T12:43:52.909Z,Rate-Limit-Login,::ffff:172.19.0.2,401,28
2026-01-17T12:43:53.046Z,Rate-Limit-Login,::ffff:172.19.0.5,401,7
2026-01-17T12:43:53.125Z,Rate-Limit-Login,::ffff:172.19.0.3,401,22
2026-01-17T12:43:59.250Z,Rate-Limit-Login,::ffff:172.19.0.2,401,7
2026-01-17T12:43:59.389Z,Rate-Limit-Login,::ffff:172.19.0.5,401,15
2026-01-17T12:43:59.467Z,Rate-Limit-Login,::ffff:172.19.0.3,401,15
2026-01-17T12:44:04.282Z,Rate-Limit-Login,::ffff:172.19.0.2,401,10
2026-01-17T12:44:04.416Z,Rate-Limit-Login,::ffff:172.19.0.5,401,6
2026-01-17T12:44:04.491Z,Rate-Limit-Login,::ffff:172.19.0.3,401,14
2026-01-17T12:44:09.303Z,Rate-Limit-Login,::ffff:172.19.0.2,401,7
2026-01-17T12:44:09.451Z,Rate-Limit-Login,::ffff:172.19.0.5,401,17
2026-01-17T12:44:09.525Z,Rate-Limit-Login,::ffff:172.19.0.3,401,21
2026-01-17T12:44:14.317Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:44:14.470Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:44:14.547Z,Rate-Limit-Login,::ffff:172.19.0.3,429,4
2026-01-17T12:44:19.337Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:44:19.488Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:44:19.565Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:44:24.359Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:44:24.502Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:44:24.587Z,Rate-Limit-Login,::ffff:172.19.0.3,429,3
2026-01-17T12:44:30.727Z,Rate-Limit-Login,::ffff:172.19.0.2,429,2
2026-01-17T12:44:30.868Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:44:30.957Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:44:35.746Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:44:35.880Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:44:35.975Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:44:40.759Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:44:40.896Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:44:40.993Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:44:45.771Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:44:45.914Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:44:46.014Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:44:50.801Z,Rate-Limit-Login,::ffff:172.19.0.2,401,6
2026-01-17T12:44:50.931Z,Rate-Limit-Login,::ffff:172.19.0.5,401,4
2026-01-17T12:44:51.051Z,Rate-Limit-Login,::ffff:172.19.0.3,401,19
2026-01-17T12:44:55.830Z,Rate-Limit-Login,::ffff:172.19.0.2,401,11
2026-01-17T12:44:55.965Z,Rate-Limit-Login,::ffff:172.19.0.5,401,21
2026-01-17T12:44:56.079Z,Rate-Limit-Login,::ffff:172.19.0.3,401,12
2026-01-17T12:45:02.235Z,Rate-Limit-Login,::ffff:172.19.0.2,401,23
2026-01-17T12:45:02.366Z,Rate-Limit-Login,::ffff:172.19.0.5,401,17
2026-01-17T12:45:02.481Z,Rate-Limit-Login,::ffff:172.19.0.3,401,17
2026-01-17T12:45:07.265Z,Rate-Limit-Login,::ffff:172.19.0.2,401,7
2026-01-17T12:45:07.383Z,Rate-Limit-Login,::ffff:172.19.0.5,401,5
2026-01-17T12:45:07.510Z,Rate-Limit-Login,::ffff:172.19.0.3,401,15
2026-01-17T12:45:12.300Z,Rate-Limit-Login,::ffff:172.19.0.2,401,19
2026-01-17T12:45:12.421Z,Rate-Limit-Login,::ffff:172.19.0.5,401,16
2026-01-17T12:45:12.530Z,Rate-Limit-Login,::ffff:172.19.0.3,401,4
2026-01-17T12:45:17.318Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:45:17.434Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:45:17.544Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:45:22.335Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:45:22.453Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:45:22.572Z,Rate-Limit-Login,::ffff:172.19.0.3,429,3
2026-01-17T12:45:27.358Z,Rate-Limit-Login,::ffff:172.19.0.2,429,3
2026-01-17T12:45:27.472Z,Rate-Limit-Login,::ffff:172.19.0.5,429,4
2026-01-17T12:45:27.590Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:45:33.728Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:45:33.841Z,Rate-Limit-Login,::ffff:172.19.0.5,429,2
2026-01-17T12:45:33.961Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
2026-01-17T12:45:38.752Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:45:38.859Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:45:38.981Z,Rate-Limit-Login,::ffff:172.19.0.3,429,3
2026-01-17T12:45:43.771Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:45:43.874Z,Rate-Limit-Login,::ffff:172.19.0.5,429,1
2026-01-17T12:45:44.003Z,Rate-Limit-Login,::ffff:172.19.0.3,429,2
2026-01-17T12:45:48.792Z,Rate-Limit-Login,::ffff:172.19.0.2,429,1
2026-01-17T12:45:48.893Z,Rate-Limit-Login,::ffff:172.19.0.5,429,3
2026-01-17T12:45:49.023Z,Rate-Limit-Login,::ffff:172.19.0.3,429,1
